0,1,2,3,4,VNF,eNB,RC0,RC1,RC2,RC3,RC4,0,1,2,3,4,exec_time,bool_reloc0,bool_reloc1,bool_reloc2,bool_reloc3,bool_reloc4
15,18,11,7,6,0,0,21,22,30,28,26,53,32,41,50,28,5,1,0,0,0,0
9,13,7,20,19,0,1,21,22,30,28,26,25,28,31,33,55,5,1,0,0,0,0
24,20,17,20,21,0,2,21,22,30,28,26,29,32,53,31,26,5,1,0,0,0,0
20,21,22,5,25,0,3,21,22,30,28,26,47,38,36,54,32,5,1,0,0,0,0
13,23,9,5,8,0,4,21,22,30,28,26,26,53,30,55,45,5,1,0,0,0,0
21,20,19,17,21,0,5,21,22,30,28,26,50,30,42,38,38,5,1,0,0,0,0
18,5,9,8,22,0,6,21,22,30,28,26,30,48,51,50,31,5,1,0,0,0,0
22,10,12,24,14,0,7,21,22,30,28,26,35,36,34,54,35,5,1,0,0,0,0
20,6,9,7,18,0,8,21,22,30,28,26,49,52,39,38,49,5,1,0,0,0,0
11,24,25,13,6,0,9,21,22,30,28,26,42,47,30,39,54,5,1,0,0,0,0
23,5,22,19,20,0,10,21,22,30,28,26,34,34,25,27,38,5,1,0,0,0,0
11,5,22,9,19,0,11,21,22,30,28,26,50,31,35,50,55,5,1,0,0,0,0
24,11,6,14,18,1,0,21,22,30,28,26,38,46,37,34,32,2,0,1,1,0,0
22,12,19,15,11,1,1,21,22,30,28,26,51,25,55,39,53,2,0,1,1,0,0
20,12,5,5,11,1,2,21,22,30,28,26,37,26,38,43,26,2,0,1,1,0,0
20,6,24,9,14,1,3,21,22,30,28,26,47,33,49,27,45,2,0,1,1,0,0
23,25,25,20,21,1,4,21,22,30,28,26,28,53,34,33,53,2,0,1,1,0,0
22,5,7,20,23,1,5,21,22,30,28,26,27,35,30,32,28,2,0,1,1,0,0
10,25,13,7,25,1,6,21,22,30,28,26,36,26,28,40,49,2,0,1,1,0,0
13,13,25,16,20,1,7,21,22,30,28,26,35,48,49,52,32,2,0,1,1,0,0
19,5,25,19,20,1,8,21,22,30,28,26,41,32,47,37,53,2,0,1,1,0,0
10,11,11,22,7,1,9,21,22,30,28,26,35,25,28,55,29,2,0,1,1,0,0
17,10,7,18,12,1,10,21,22,30,28,26,45,25,45,32,43,2,0,1,1,0,0
25,19,12,16,8,1,11,21,22,30,28,26,26,25,46,48,55,2,0,1,1,0,0
6,21,16,21,18,2,0,21,22,30,28,26,33,30,34,36,48,1,1,1,0,0,1
10,15,10,22,13,2,1,21,22,30,28,26,28,52,35,38,27,1,1,1,0,0,1
9,6,19,11,7,2,2,21,22,30,28,26,46,53,32,36,54,1,1,1,0,0,1
5,5,10,14,10,2,3,21,22,30,28,26,55,28,35,40,33,1,1,1,0,0,1
15,5,15,10,18,2,4,21,22,30,28,26,39,31,29,32,27,1,1,1,0,0,1
15,10,19,5,13,2,5,21,22,30,28,26,28,49,35,30,25,1,1,1,0,0,1
21,22,15,12,17,2,6,21,22,30,28,26,31,53,30,47,46,1,1,1,0,0,1
15,8,22,22,23,2,7,21,22,30,28,26,47,55,40,54,44,1,1,1,0,0,1
15,19,16,21,21,2,8,21,22,30,28,26,39,55,30,45,25,1,1,1,0,0,1
18,19,7,18,14,2,9,21,22,30,28,26,50,55,30,39,27,1,1,1,0,0,1
13,9,25,11,5,2,10,21,22,30,28,26,45,37,27,55,36,1,1,1,0,0,1
24,14,15,24,24,2,11,21,22,30,28,26,31,45,40,42,33,1,1,1,0,0,1
19,12,15,7,18,3,0,21,22,30,28,26,50,47,54,37,40,5,0,0,1,0,1
10,14,22,6,6,3,1,21,22,30,28,26,27,31,32,39,26,5,0,0,1,0,1
13,5,13,15,23,3,2,21,22,30,28,26,34,43,50,27,28,5,0,0,1,0,1
15,14,12,20,13,3,3,21,22,30,28,26,53,36,50,54,43,5,0,0,1,0,1
18,18,14,12,13,3,4,21,22,30,28,26,33,46,45,51,26,5,0,0,1,0,1
25,9,6,15,23,3,5,21,22,30,28,26,36,37,30,50,53,5,0,0,1,0,1
17,17,5,23,17,3,6,21,22,30,28,26,48,44,27,43,40,5,0,0,1,0,1
12,6,6,19,5,3,7,21,22,30,28,26,29,43,51,42,41,5,0,0,1,0,1
16,5,21,25,18,3,8,21,22,30,28,26,41,49,33,43,49,5,0,0,1,0,1
22,6,22,9,21,3,9,21,22,30,28,26,47,26,27,33,35,5,0,0,1,0,1
10,10,23,11,6,3,10,21,22,30,28,26,45,44,25,28,38,5,0,0,1,0,1
21,20,16,15,15,3,11,21,22,30,28,26,54,37,53,38,54,5,0,0,1,0,1
22,18,5,8,13,4,0,21,22,30,28,26,53,36,36,25,34,3,0,0,1,1,1
20,9,10,9,22,4,1,21,22,30,28,26,42,53,31,31,43,3,0,0,1,1,1
17,19,11,22,22,4,2,21,22,30,28,26,30,40,49,27,25,3,0,0,1,1,1
5,17,25,24,16,4,3,21,22,30,28,26,25,50,35,40,46,3,0,0,1,1,1
11,13,13,12,13,4,4,21,22,30,28,26,42,31,49,37,36,3,0,0,1,1,1
19,21,15,17,6,4,5,21,22,30,28,26,37,26,27,31,45,3,0,0,1,1,1
10,11,14,18,13,4,6,21,22,30,28,26,54,43,51,27,43,3,0,0,1,1,1
5,23,10,8,19,4,7,21,22,30,28,26,26,44,41,31,45,3,0,0,1,1,1
11,8,14,6,20,4,8,21,22,30,28,26,47,30,36,31,50,3,0,0,1,1,1
19,8,7,19,8,4,9,21,22,30,28,26,43,42,46,50,39,3,0,0,1,1,1
12,22,21,18,14,4,10,21,22,30,28,26,46,28,55,31,28,3,0,0,1,1,1
24,17,5,20,19,4,11,21,22,30,28,26,52,35,41,35,40,3,0,0,1,1,1
7,18,23,6,14,5,0,21,22,30,28,26,33,33,38,41,42,1,1,0,1,1,0
25,17,7,12,5,5,1,21,22,30,28,26,38,47,47,37,29,1,1,0,1,1,0
19,22,25,17,15,5,2,21,22,30,28,26,28,42,31,38,47,1,1,0,1,1,0
