0,1,2,3,4,VNF,eNB,RC0,RC1,RC2,RC3,RC4,0,1,2,3,4,exec_time,bool_reloc0,bool_reloc1,bool_reloc2,bool_reloc3,bool_reloc4
20,13,16,19,24,0,0,30,21,30,26,29,44,50,50,28,30,3,1,0,0,0,1
14,12,24,19,9,0,1,30,21,30,26,29,46,52,44,33,34,3,1,0,0,0,1
13,20,11,12,7,0,2,30,21,30,26,29,51,38,34,28,34,3,1,0,0,0,1
9,13,22,8,15,0,3,30,21,30,26,29,33,27,27,30,30,3,1,0,0,0,1
19,25,5,9,7,0,4,30,21,30,26,29,31,36,48,30,54,3,1,0,0,0,1
12,15,9,18,13,0,5,30,21,30,26,29,35,49,41,34,30,3,1,0,0,0,1
8,8,13,19,9,0,6,30,21,30,26,29,55,55,25,32,55,3,1,0,0,0,1
8,9,9,11,18,0,7,30,21,30,26,29,25,42,36,38,54,3,1,0,0,0,1
25,11,12,11,19,0,8,30,21,30,26,29,39,33,37,45,48,3,1,0,0,0,1
17,25,23,9,6,0,9,30,21,30,26,29,37,44,38,51,40,3,1,0,0,0,1
24,22,19,13,11,0,10,30,21,30,26,29,26,42,55,37,26,3,1,0,0,0,1
12,22,16,9,14,0,11,30,21,30,26,29,31,46,42,31,55,3,1,0,0,0,1
10,18,17,6,22,1,0,30,21,30,26,29,54,46,35,46,36,1,0,1,0,0,1
12,17,24,25,19,1,1,30,21,30,26,29,34,55,34,29,33,1,0,1,0,0,1
11,14,10,10,7,1,2,30,21,30,26,29,45,34,54,30,45,1,0,1,0,0,1
15,20,25,10,10,1,3,30,21,30,26,29,38,30,45,49,25,1,0,1,0,0,1
9,24,12,11,20,1,4,30,21,30,26,29,42,30,25,51,36,1,0,1,0,0,1
25,7,17,17,16,1,5,30,21,30,26,29,47,48,52,42,45,1,0,1,0,0,1
13,24,14,21,23,1,6,30,21,30,26,29,29,37,47,46,35,1,0,1,0,0,1
20,23,12,11,21,1,7,30,21,30,26,29,54,40,49,27,36,1,0,1,0,0,1
17,19,25,7,5,1,8,30,21,30,26,29,32,25,33,28,53,1,0,1,0,0,1
19,20,23,12,22,1,9,30,21,30,26,29,32,46,39,44,27,1,0,1,0,0,1
13,9,21,9,14,1,10,30,21,30,26,29,37,27,50,46,52,1,0,1,0,0,1
6,25,14,9,9,1,11,30,21,30,26,29,46,46,52,55,38,1,0,1,0,0,1
13,24,18,22,23,2,0,30,21,30,26,29,25,34,50,53,29,1,1,0,1,0,0
25,19,18,21,10,2,1,30,21,30,26,29,26,48,41,41,32,1,1,0,1,0,0
21,19,13,13,13,2,2,30,21,30,26,29,54,31,27,37,50,1,1,0,1,0,0
6,23,22,15,16,2,3,30,21,30,26,29,30,35,54,51,55,1,1,0,1,0,0
8,20,19,17,12,2,4,30,21,30,26,29,43,40,50,44,27,1,1,0,1,0,0
16,6,9,19,5,2,5,30,21,30,26,29,49,37,46,35,53,1,1,0,1,0,0
15,12,22,17,14,2,6,30,21,30,26,29,30,34,46,33,39,1,1,0,1,0,0
16,11,8,19,14,2,7,30,21,30,26,29,46,46,28,27,26,1,1,0,1,0,0
20,23,17,10,19,2,8,30,21,30,26,29,47,27,45,55,33,1,1,0,1,0,0
14,7,24,12,14,2,9,30,21,30,26,29,34,37,35,33,42,1,1,0,1,0,0
21,19,22,16,18,2,10,30,21,30,26,29,27,48,52,42,49,1,1,0,1,0,0
12,23,14,5,10,2,11,30,21,30,26,29,41,31,31,54,50,1,1,0,1,0,0
6,19,7,12,15,3,0,30,21,30,26,29,45,31,33,25,46,2,1,1,1,1,1
18,19,7,5,13,3,1,30,21,30,26,29,31,55,55,40,40,2,1,1,1,1,1
21,13,21,22,13,3,2,30,21,30,26,29,34,31,54,55,25,2,1,1,1,1,1
8,8,11,16,16,3,3,30,21,30,26,29,49,54,39,32,39,2,1,1,1,1,1
9,17,16,23,15,3,4,30,21,30,26,29,30,46,44,48,44,2,1,1,1,1,1
9,13,11,8,7,3,5,30,21,30,26,29,26,48,31,48,37,2,1,1,1,1,1
23,17,15,24,7,3,6,30,21,30,26,29,45,31,47,44,46,2,1,1,1,1,1
18,21,5,21,12,3,7,30,21,30,26,29,43,30,38,25,39,2,1,1,1,1,1
9,16,25,6,16,3,8,30,21,30,26,29,55,48,42,31,38,2,1,1,1,1,1
7,13,21,9,7,3,9,30,21,30,26,29,47,51,41,35,50,2,1,1,1,1,1
12,19,18,7,11,3,10,30,21,30,26,29,48,29,49,34,37,2,1,1,1,1,1
22,21,6,16,19,3,11,30,21,30,26,29,52,28,47,53,53,2,1,1,1,1,1
19,17,24,6,14,4,0,30,21,30,26,29,27,32,47,46,35,3,0,1,1,0,1
17,5,11,21,14,4,1,30,21,30,26,29,52,36,46,37,38,3,0,1,1,0,1
7,10,18,7,15,4,2,30,21,30,26,29,36,54,27,38,26,3,0,1,1,0,1
7,17,11,8,11,4,3,30,21,30,26,29,40,36,40,34,37,3,0,1,1,0,1
5,25,9,24,18,4,4,30,21,30,26,29,38,43,44,46,49,3,0,1,1,0,1
16,25,8,15,7,4,5,30,21,30,26,29,30,42,37,41,55,3,0,1,1,0,1
24,12,21,7,15,4,6,30,21,30,26,29,25,26,44,47,28,3,0,1,1,0,1
25,17,5,21,8,4,7,30,21,30,26,29,43,51,29,37,38,3,0,1,1,0,1
11,6,5,11,11,4,8,30,21,30,26,29,52,30,42,52,38,3,0,1,1,0,1
9,16,15,10,23,4,9,30,21,30,26,29,53,48,35,41,55,3,0,1,1,0,1
15,22,14,15,25,4,10,30,21,30,26,29,35,38,40,34,45,3,0,1,1,0,1
22,17,17,12,23,4,11,30,21,30,26,29,30,34,32,31,46,3,0,1,1,0,1
13,17,11,18,17,5,0,30,21,30,26,29,47,37,54,46,50,5,1,1,0,1,0
5,7,8,13,18,5,1,30,21,30,26,29,36,35,38,25,40,5,1,1,0,1,0
11,21,15,10,5,5,2,30,21,30,26,29,26,37,38,45,55,5,1,1,0,1,0
18,10,10,25,14,5,3,30,21,30,26,29,52,41,31,42,38,5,1,1,0,1,0
5,20,5,20,12,5,4,30,21,30,26,29,51,26,29,31,31,5,1,1,0,1,0
7,20,10,14,19,5,5,30,21,30,26,29,35,45,49,52,55,5,1,1,0,1,0
9,22,11,14,16,5,6,30,21,30,26,29,42,40,33,32,52,5,1,1,0,1,0
6,11,15,11,10,5,7,30,21,30,26,29,45,37,40,46,38,5,1,1,0,1,0
20,6,10,20,18,5,8,30,21,30,26,29,35,49,33,41,31,5,1,1,0,1,0
19,22,7,14,25,5,9,30,21,30,26,29,53,30,54,28,46,5,1,1,0,1,0
