0,1,2,3,4,VNF,eNB,RC0,RC1,RC2,RC3,RC4,0,1,2,3,4,exec_time,bool_reloc0,bool_reloc1,bool_reloc2,bool_reloc3,bool_reloc4
15,17,20,23,5,0,0,22,25,26,29,29,39,44,28,37,25,2,0,1,1,0,0
5,22,8,24,10,0,1,22,25,26,29,29,40,53,37,53,34,2,0,1,1,0,0
19,6,10,9,12,0,2,22,25,26,29,29,52,28,47,43,33,2,0,1,1,0,0
24,24,10,15,8,0,3,22,25,26,29,29,32,51,42,50,32,2,0,1,1,0,0
18,12,5,6,9,0,4,22,25,26,29,29,50,52,36,41,47,2,0,1,1,0,0
10,12,6,17,24,1,0,22,25,26,29,29,28,30,45,40,35,3,1,0,0,1,1
22,24,25,8,8,1,1,22,25,26,29,29,44,34,41,46,35,3,1,0,0,1,1
11,7,20,19,16,1,2,22,25,26,29,29,28,46,27,31,33,3,1,0,0,1,1
13,19,20,13,11,1,3,22,25,26,29,29,52,50,53,52,50,3,1,0,0,1,1
24,5,21,5,6,1,4,22,25,26,29,29,53,32,28,38,28,3,1,0,0,1,1
19,25,13,7,19,2,0,22,25,26,29,29,42,39,36,54,29,4,1,1,0,0,0
11,19,18,16,8,2,1,22,25,26,29,29,49,28,49,46,47,4,1,1,0,0,0
24,16,12,24,17,2,2,22,25,26,29,29,29,30,31,25,44,4,1,1,0,0,0
11,14,24,18,20,2,3,22,25,26,29,29,50,31,25,42,35,4,1,1,0,0,0
23,17,16,5,11,2,4,22,25,26,29,29,50,32,37,26,27,4,1,1,0,0,0
19,10,13,23,8,3,0,22,25,26,29,29,28,54,33,44,54,4,1,0,0,0,0
13,15,10,15,5,3,1,22,25,26,29,29,55,37,40,55,55,4,1,0,0,0,0
24,5,7,6,20,3,2,22,25,26,29,29,25,42,41,52,44,4,1,0,0,0,0
18,10,11,16,13,3,3,22,25,26,29,29,38,35,30,38,54,4,1,0,0,0,0
10,16,23,7,5,3,4,22,25,26,29,29,45,32,29,40,39,4,1,0,0,0,0
5,13,9,10,24,4,0,22,25,26,29,29,46,46,38,55,25,4,1,1,1,0,1
22,8,16,14,23,4,1,22,25,26,29,29,43,47,36,29,52,4,1,1,1,0,1
13,18,9,8,14,4,2,22,25,26,29,29,54,41,53,28,43,4,1,1,1,0,1
19,7,10,17,11,4,3,22,25,26,29,29,34,29,28,49,53,4,1,1,1,0,1
25,19,19,6,10,4,4,22,25,26,29,29,28,26,48,42,31,4,1,1,1,0,1
25,10,25,13,18,5,0,22,25,26,29,29,42,32,51,34,36,2,0,0,0,0,0
10,23,23,14,6,5,1,22,25,26,29,29,31,28,48,35,31,2,0,0,0,0,0
8,16,5,15,11,5,2,22,25,26,29,29,29,47,39,28,34,2,0,0,0,0,0
20,11,16,23,23,5,3,22,25,26,29,29,47,45,52,40,50,2,0,0,0,0,0
16,11,9,16,24,5,4,22,25,26,29,29,52,41,40,27,50,2,0,0,0,0,0
23,19,20,21,19,6,0,22,25,26,29,29,39,34,29,34,54,5,0,1,1,1,1
5,10,25,12,14,6,1,22,25,26,29,29,37,38,41,48,53,5,0,1,1,1,1
13,21,20,18,10,6,2,22,25,26,29,29,32,46,55,35,26,5,0,1,1,1,1
10,13,12,13,23,6,3,22,25,26,29,29,38,52,35,49,42,5,0,1,1,1,1
17,8,19,5,19,6,4,22,25,26,29,29,39,36,31,34,55,5,0,1,1,1,1
18,6,15,18,25,7,0,22,25,26,29,29,53,37,41,35,27,4,1,0,1,0,0
7,16,17,18,14,7,1,22,25,26,29,29,34,52,43,46,40,4,1,0,1,0,0
11,8,21,17,16,7,2,22,25,26,29,29,49,28,47,36,49,4,1,0,1,0,0
16,8,19,25,7,7,3,22,25,26,29,29,50,55,48,38,47,4,1,0,1,0,0
11,14,5,23,19,7,4,22,25,26,29,29,49,48,31,42,45,4,1,0,1,0,0
8,16,9,14,22,8,0,22,25,26,29,29,27,37,46,40,42,2,1,0,1,1,1
15,12,21,7,11,8,1,22,25,26,29,29,34,52,33,40,39,2,1,0,1,1,1
5,23,13,7,9,8,2,22,25,26,29,29,42,40,41,37,27,2,1,0,1,1,1
13,14,21,7,25,8,3,22,25,26,29,29,50,37,25,29,54,2,1,0,1,1,1
13,17,6,21,23,8,4,22,25,26,29,29,29,48,27,52,41,2,1,0,1,1,1
14,16,16,24,8,9,0,22,25,26,29,29,52,44,48,37,39,2,0,1,0,0,0
14,23,25,22,16,9,1,22,25,26,29,29,33,52,38,25,46,2,0,1,0,0,0
9,21,8,7,11,9,2,22,25,26,29,29,55,39,36,50,50,2,0,1,0,0,0
8,12,15,18,5,9,3,22,25,26,29,29,34,40,47,31,53,2,0,1,0,0,0
8,15,17,21,20,9,4,22,25,26,29,29,40,47,49,42,31,2,0,1,0,0,0
9,23,21,21,6,10,0,22,25,26,29,29,36,44,27,51,45,4,0,0,1,0,1
21,5,21,10,5,10,1,22,25,26,29,29,34,47,50,39,50,4,0,0,1,0,1
24,11,11,13,10,10,2,22,25,26,29,29,48,43,33,53,34,4,0,0,1,0,1
11,17,25,13,16,10,3,22,25,26,29,29,27,28,30,54,36,4,0,0,1,0,1
22,24,10,17,11,10,4,22,25,26,29,29,49,32,35,38,26,4,0,0,1,0,1
18,10,10,14,8,11,0,22,25,26,29,29,54,54,53,36,53,1,1,0,0,0,1
20,21,6,10,21,11,1,22,25,26,29,29,31,28,34,53,26,1,1,0,0,0,1
12,8,25,21,12,11,2,22,25,26,29,29,54,44,43,33,32,1,1,0,0,0,1
9,7,19,17,6,11,3,22,25,26,29,29,37,31,30,39,43,1,1,0,0,0,1
7,7,16,25,10,11,4,22,25,26,29,29,53,36,43,53,53,1,1,0,0,0,1
12,20,17,8,6,12,0,22,25,26,29,29,26,38,52,35,52,4,0,1,1,0,0
11,15,17,7,21,12,1,22,25,26,29,29,35,43,28,48,47,4,0,1,1,0,0
11,25,15,25,11,12,2,22,25,26,29,29,45,41,37,26,48,4,0,1,1,0,0
7,15,16,22,14,12,3,22,25,26,29,29,38,35,46,33,45,4,0,1,1,0,0
8,9,8,13,18,12,4,22,25,26,29,29,33,54,52,53,27,4,0,1,1,0,0
15,25,14,10,6,13,0,22,25,26,29,29,51,37,52,41,53,3,1,1,0,1,0
7,15,8,25,16,13,1,22,25,26,29,29,37,53,36,46,26,3,1,1,0,1,0
7,11,15,18,5,13,2,22,25,26,29,29,55,37,33,38,27,3,1,1,0,1,0
21,23,5,6,25,13,3,22,25,26,29,29,41,38,29,55,42,3,1,1,0,1,0
25,12,18,13,24,13,4,22,25,26,29,29,54,44,33,25,38,3,1,1,0,1,0
8,16,8,22,15,14,0,22,25,26,29,29,38,31,28,40,55,4,1,0,1,0,0
18,20,19,13,23,14,1,22,25,26,29,29,28,25,26,44,50,4,1,0,1,0,0
10,9,25,22,17,14,2,22,25,26,29,29,31,42,49,55,43,4,1,0,1,0,0
22,6,8,14,17,14,3,22,25,26,29,29,51,50,48,54,31,4,1,0,1,0,0
18,17,5,23,24,14,4,22,25,26,29,29,52,33,55,28,32,4,1,0,1,0,0
10,18,5,12,21,15,0,22,25,26,29,29,51,46,54,29,44,1,1,0,0,0,0
9,20,20,10,23,15,1,22,25,26,29,29,54,32,54,52,30,1,1,0,0,0,0
18,10,22,19,24,15,2,22,25,26,29,29,25,31,52,52,31,1,1,0,0,0,0
20,16,20,17,10,15,3,22,25,26,29,29,39,54,40,30,45,1,1,0,0,0,0
